provider,api_title,doc_url,category,source_field,enum_value,value_order,service_tier,detail_parse_status
runninghub,kling-video-o3-pro/reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-427096746.md,Video,__task_status,SUCCESS,3,unknown,parsed_html
runninghub,kling-video-o3-pro/reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-427096746.md,Video,__task_status,FAILED,4,unknown,parsed_html
runninghub,Vidu-参考生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766689.md,Video,aspectRatio,16:9,1,unknown,parsed_html
runninghub,Vidu-参考生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766689.md,Video,aspectRatio,9:16,2,unknown,parsed_html
runninghub,Vidu-参考生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766689.md,Video,aspectRatio,4:3,3,unknown,parsed_html
runninghub,Vidu-参考生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766689.md,Video,aspectRatio,3:4,4,unknown,parsed_html
runninghub,Vidu-参考生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766689.md,Video,aspectRatio,1:1,5,unknown,parsed_html
runninghub,Vidu-参考生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766689.md,Video,resolution,540p,1,unknown,parsed_html
runninghub,Vidu-参考生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766689.md,Video,resolution,720p,2,unknown,parsed_html
runninghub,Vidu-参考生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766689.md,Video,resolution,1080p,3,unknown,parsed_html
runninghub,Vidu-参考生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766689.md,Video,duration,1,1,unknown,parsed_html
runninghub,Vidu-参考生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766689.md,Video,duration,2,2,unknown,parsed_html
runninghub,Vidu-参考生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766689.md,Video,duration,3,3,unknown,parsed_html
runninghub,Vidu-参考生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766689.md,Video,duration,4,4,unknown,parsed_html
runninghub,Vidu-参考生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766689.md,Video,duration,5,5,unknown,parsed_html
runninghub,Vidu-参考生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766689.md,Video,duration,6,6,unknown,parsed_html
runninghub,Vidu-参考生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766689.md,Video,duration,7,7,unknown,parsed_html
runninghub,Vidu-参考生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766689.md,Video,duration,8,8,unknown,parsed_html
runninghub,Vidu-参考生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766689.md,Video,duration,9,9,unknown,parsed_html
runninghub,Vidu-参考生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766689.md,Video,duration,10,10,unknown,parsed_html
runninghub,Vidu-参考生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766689.md,Video,movementAmplitude,auto,1,unknown,parsed_html
runninghub,Vidu-参考生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766689.md,Video,movementAmplitude,small,2,unknown,parsed_html
runninghub,Vidu-参考生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766689.md,Video,movementAmplitude,medium,3,unknown,parsed_html
runninghub,Vidu-参考生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766689.md,Video,movementAmplitude,large,4,unknown,parsed_html
runninghub,Vidu-参考生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766689.md,Video,__task_status,QUEUED,1,unknown,parsed_html
runninghub,Vidu-参考生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766689.md,Video,__task_status,RUNNING,2,unknown,parsed_html
runninghub,Vidu-参考生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766689.md,Video,__task_status,SUCCESS,3,unknown,parsed_html
runninghub,Vidu-参考生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766689.md,Video,__task_status,FAILED,4,unknown,parsed_html
runninghub,可灵参考生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766690.md,Video,mode,std,1,unknown,parsed_html
runninghub,可灵参考生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766690.md,Video,mode,pro,2,unknown,parsed_html
runninghub,可灵参考生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766690.md,Video,aspectRatio,1:1,1,unknown,parsed_html
runninghub,可灵参考生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766690.md,Video,aspectRatio,9:16,2,unknown,parsed_html
runninghub,可灵参考生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766690.md,Video,aspectRatio,16:9,3,unknown,parsed_html
runninghub,可灵参考生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766690.md,Video,duration,5,1,unknown,parsed_html
runninghub,可灵参考生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766690.md,Video,duration,10,2,unknown,parsed_html
runninghub,可灵参考生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766690.md,Video,__task_status,QUEUED,1,unknown,parsed_html
runninghub,可灵参考生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766690.md,Video,__task_status,RUNNING,2,unknown,parsed_html
runninghub,可灵参考生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766690.md,Video,__task_status,SUCCESS,3,unknown,parsed_html
runninghub,可灵参考生视频o1,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766690.md,Video,__task_status,FAILED,4,unknown,parsed_html
runninghub,seedance-v1-lite-reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766691.md,Video,duration,2,1,unknown,parsed_html
runninghub,seedance-v1-lite-reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766691.md,Video,duration,3,2,unknown,parsed_html
runninghub,seedance-v1-lite-reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766691.md,Video,duration,4,3,unknown,parsed_html
runninghub,seedance-v1-lite-reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766691.md,Video,duration,5,4,unknown,parsed_html
runninghub,seedance-v1-lite-reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766691.md,Video,duration,6,5,unknown,parsed_html
runninghub,seedance-v1-lite-reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766691.md,Video,duration,7,6,unknown,parsed_html
runninghub,seedance-v1-lite-reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766691.md,Video,duration,8,7,unknown,parsed_html
runninghub,seedance-v1-lite-reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766691.md,Video,duration,9,8,unknown,parsed_html
runninghub,seedance-v1-lite-reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766691.md,Video,duration,10,9,unknown,parsed_html
runninghub,seedance-v1-lite-reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766691.md,Video,duration,11,10,unknown,parsed_html
runninghub,seedance-v1-lite-reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766691.md,Video,duration,12,11,unknown,parsed_html
runninghub,seedance-v1-lite-reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766691.md,Video,cameraFixed,false,1,unknown,parsed_html
runninghub,seedance-v1-lite-reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766691.md,Video,cameraFixed,true,2,unknown,parsed_html
runninghub,seedance-v1-lite-reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766691.md,Video,resolution,720p,1,unknown,parsed_html
runninghub,seedance-v1-lite-reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766691.md,Video,resolution,480p,2,unknown,parsed_html
runninghub,seedance-v1-lite-reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766691.md,Video,aspectRatio,16:9,1,unknown,parsed_html
runninghub,seedance-v1-lite-reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766691.md,Video,aspectRatio,9:16,2,unknown,parsed_html
runninghub,seedance-v1-lite-reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766691.md,Video,aspectRatio,4:3,3,unknown,parsed_html
runninghub,seedance-v1-lite-reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766691.md,Video,aspectRatio,3:4,4,unknown,parsed_html
runninghub,seedance-v1-lite-reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766691.md,Video,aspectRatio,21:9,5,unknown,parsed_html
runninghub,seedance-v1-lite-reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766691.md,Video,aspectRatio,1:1,6,unknown,parsed_html
runninghub,seedance-v1-lite-reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766691.md,Video,__task_status,QUEUED,1,unknown,parsed_html
runninghub,seedance-v1-lite-reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766691.md,Video,__task_status,RUNNING,2,unknown,parsed_html
runninghub,seedance-v1-lite-reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766691.md,Video,__task_status,SUCCESS,3,unknown,parsed_html
runninghub,seedance-v1-lite-reference-to-video,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766691.md,Video,__task_status,FAILED,4,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,style,general,1,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,style,anime,2,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,aspectRatio,4:3,1,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,aspectRatio,3:4,2,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,aspectRatio,16:9,3,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,aspectRatio,9:16,4,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,aspectRatio,1:1,5,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,resolution,540p,1,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,resolution,720p,2,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,resolution,1080p,3,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,movementAmplitude,auto,1,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,movementAmplitude,small,2,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,movementAmplitude,medium,3,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,movementAmplitude,large,4,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,duration,1,1,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,duration,2,2,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,duration,3,3,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,duration,4,4,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,duration,5,5,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,duration,6,6,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,duration,7,7,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,duration,8,8,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,duration,9,9,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,duration,10,10,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,__task_status,QUEUED,1,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,__task_status,RUNNING,2,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,__task_status,SUCCESS,3,unknown,parsed_html
runninghub,Vidu-文生视频-q2,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766692.md,Video,__task_status,FAILED,4,unknown,parsed_html
runninghub,Vidu-文生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766693.md,Video,style,general,1,unknown,parsed_html
runninghub,Vidu-文生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766693.md,Video,style,anime,2,unknown,parsed_html
runninghub,Vidu-文生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766693.md,Video,aspectRatio,4:3,1,unknown,parsed_html
runninghub,Vidu-文生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766693.md,Video,aspectRatio,3:4,2,unknown,parsed_html
runninghub,Vidu-文生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766693.md,Video,aspectRatio,16:9,3,unknown,parsed_html
runninghub,Vidu-文生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766693.md,Video,aspectRatio,9:16,4,unknown,parsed_html
runninghub,Vidu-文生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766693.md,Video,aspectRatio,1:1,5,unknown,parsed_html
runninghub,Vidu-文生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766693.md,Video,resolution,360p,1,unknown,parsed_html
runninghub,Vidu-文生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766693.md,Video,resolution,540p,2,unknown,parsed_html
runninghub,Vidu-文生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766693.md,Video,resolution,720p,3,unknown,parsed_html
runninghub,Vidu-文生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766693.md,Video,resolution,1080p,4,unknown,parsed_html
runninghub,Vidu-文生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766693.md,Video,duration,1,1,unknown,parsed_html
runninghub,Vidu-文生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766693.md,Video,duration,2,2,unknown,parsed_html
runninghub,Vidu-文生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766693.md,Video,duration,3,3,unknown,parsed_html
runninghub,Vidu-文生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766693.md,Video,duration,4,4,unknown,parsed_html
runninghub,Vidu-文生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766693.md,Video,duration,5,5,unknown,parsed_html
runninghub,Vidu-文生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766693.md,Video,duration,6,6,unknown,parsed_html
runninghub,Vidu-文生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766693.md,Video,duration,7,7,unknown,parsed_html
runninghub,Vidu-文生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766693.md,Video,duration,8,8,unknown,parsed_html
runninghub,Vidu-文生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766693.md,Video,duration,9,9,unknown,parsed_html
runninghub,Vidu-文生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766693.md,Video,duration,10,10,unknown,parsed_html
runninghub,Vidu-文生视频-q3-pro,https://www.runninghub.cn/runninghub-api-doc-cn/api-425766693.md,Video,duration,11,11,unknown,parsed_html
